UTC Time,Temperature
2025/07/17,19:04:05,19.2500
2025/07/17,19:14:05,19.1250
2025/07/17,19:24:29,19.0625
2025/07/17,19:34:29,18.8750
2025/07/17,19:44:53,18.8750
2025/07/17,19:54:53,18.8750
2025/07/17,20:04:53,18.8125
2025/07/17,20:15:17,18.6875
2025/07/17,20:25:17,18.6875
2025/07/17,20:35:17,18.6875
2025/07/17,20:45:41,18.8125
2025/07/17,20:55:41,18.6875
2025/07/17,21:06:05,18.5625
2025/07/17,21:16:05,18.5000
2025/07/17,21:26:29,18.4375
2025/07/17,21:36:29,18.3750
2025/07/17,21:46:53,18.3750
2025/07/17,21:56:53,18.3125
2025/07/17,22:07:17,18.3125
2025/07/17,22:17:17,18.2500
2025/07/17,22:27:41,18.2500
2025/07/17,22:37:41,18.3750
2025/07/17,22:48:05,18.3750
2025/07/17,22:58:05,18.1875
2025/07/17,23:08:05,18.0625
2025/07/17,23:18:29,17.9375
2025/07/17,23:28:29,17.8125
2025/07/17,23:38:29,17.7500
2025/07/17,23:48:53,17.5625
2025/07/17,23:58:53,17.3750
2025/07/18,00:08:53,17.2500
2025/07/18,00:19:17,17.1875
2025/07/18,00:29:17,17.4375
2025/07/18,00:39:41,17.4375
2025/07/18,00:49:41,17.5000
2025/07/18,01:00:05,17.5625
2025/07/18,01:10:05,17.5000
2025/07/18,01:20:29,17.6250
2025/07/18,01:30:29,17.5000
2025/07/18,01:40:29,17.5000
2025/07/18,01:50:53,17.4375
2025/07/18,02:00:53,17.3750
2025/07/18,02:10:53,17.3750
2025/07/18,02:21:17,17.2500
2025/07/18,02:31:17,17.3125
2025/07/18,02:41:41,17.3750
2025/07/18,02:51:41,17.5000
2025/07/18,03:01:41,17.6875
2025/07/18,03:11:41,17.6875
2025/07/18,03:22:05,17.8125
2025/07/18,03:32:05,17.7500
2025/07/18,03:42:05,17.8750
2025/07/18,03:52:29,17.8750
2025/07/18,04:41:41,18.6875
2025/07/18,04:52:05,18.9375
2025/07/18,05:02:05,19.2500
2025/07/18,05:12:05,19.3750
2025/07/18,05:22:29,19.5625
2025/07/18,05:32:29,19.6250
2025/07/18,05:42:53,19.6875
2025/07/18,05:52:53,19.8750
2025/07/18,06:03:17,19.9375
2025/07/18,06:13:17,20.0625
2025/07/18,06:23:41,20.1875
2025/07/18,06:33:41,20.2500
2025/07/18,06:44:05,20.2500
2025/07/18,06:54:05,20.1875
2025/07/18,07:04:29,20.1875
2025/07/18,07:14:29,20.2500
2025/07/18,07:24:53,20.2500
2025/07/18,07:34:53,20.1875
2025/07/18,07:45:17,20.1875
2025/07/18,07:55:17,20.3125
2025/07/18,08:05:17,20.3125
2025/07/18,08:15:41,20.0625
2025/07/18,08:25:41,19.8125
2025/07/18,08:35:41,19.7500
2025/07/18,08:46:05,19.6875
2025/07/18,08:56:05,19.9375
2025/07/18,09:06:29,20.3125
2025/07/18,09:16:29,20.6875
2025/07/18,09:26:29,21.4375
2025/07/18,09:36:29,22.1250
2025/07/18,09:46:53,24.6250
2025/07/18,09:56:53,25.2500
2025/07/18,10:07:17,24.4375
2025/07/18,10:17:17,24.1250
2025/07/18,10:27:41,23.9375
2025/07/18,10:37:41,24.0625
2025/07/18,10:48:05,26.0000
2025/07/18,10:58:05,26.2500
2025/07/18,11:08:29,25.6875
2025/07/18,11:18:29,25.3125
2025/07/18,11:28:29,24.7500
2025/07/18,11:38:29,24.5625
2025/07/18,11:48:53,24.5000
2025/07/18,11:58:53,24.3750
2025/07/18,12:09:17,24.5625
2025/07/18,12:19:17,24.6250
2025/07/18,12:29:41,24.4375
2025/07/18,12:39:41,24.3750
2025/07/18,12:49:41,24.4375
2025/07/18,13:00:05,24.6875
2025/07/18,13:10:05,24.5000
2025/07/18,13:20:05,24.0625
2025/07/18,13:30:05,23.8750
2025/07/18,13:40:05,24.3750
2025/07/18,13:50:05,24.6250
2025/07/18,14:00:29,25.0625
2025/07/18,14:10:29,25.2500
2025/07/18,14:20:29,25.0000
2025/07/18,14:30:53,24.7500
2025/07/18,14:40:53,24.6875
2025/07/18,14:50:53,24.6875
2025/07/18,15:00:53,24.8125
2025/07/18,15:11:17,24.9375
2025/07/18,15:21:17,24.6875
2025/07/18,15:31:17,24.5000
2025/07/18,15:41:17,24.3125
2025/07/18,15:51:41,23.9375
2025/07/18,16:01:41,23.5000
2025/07/18,16:11:41,23.3125
2025/07/18,16:21:41,23.1250
2025/07/18,16:32:05,23.0000
2025/07/18,16:42:05,22.9375
2025/07/18,16:52:05,22.8750
2025/07/18,17:02:29,22.7500
2025/07/18,17:12:29,22.4375
2025/07/18,17:22:53,22.1875
2025/07/18,17:32:53,22.0625
2025/07/18,17:42:53,21.8125
2025/07/18,17:53:17,21.6250
2025/07/18,18:03:17,21.4375
2025/07/18,18:13:17,21.1875
2025/07/18,18:23:41,21.1250
2025/07/18,18:33:41,20.9375
2025/07/18,18:44:05,20.6250
2025/07/18,18:54:05,20.4375
2025/07/18,19:04:29,20.2500
2025/07/18,19:14:29,20.0000
2025/07/18,19:24:29,19.8125
2025/07/18,19:34:29,19.6875
2025/07/18,19:44:53,19.6250
2025/07/18,19:54:53,19.5625
2025/07/18,20:05:17,19.4375
2025/07/18,20:15:17,19.6250
2025/07/18,20:25:17,19.5625
2025/07/18,20:35:41,19.5000
2025/07/18,20:45:41,19.5000
2025/07/18,20:55:41,19.3750
2025/07/18,21:06:05,19.2500
2025/07/18,21:16:05,19.1875
2025/07/18,21:26:05,19.0625
2025/07/18,21:36:29,19.0625
2025/07/18,21:46:29,18.9375
2025/07/18,21:56:29,18.8750
2025/07/18,22:06:53,19.0000
2025/07/18,22:16:53,18.7500
2025/07/18,22:27:17,18.8125
2025/07/18,22:37:17,18.7500
2025/07/18,22:47:17,18.7500
2025/07/18,22:57:41,18.6875
2025/07/18,23:07:41,18.6875
2025/07/18,23:18:05,18.8125
2025/07/18,23:28:05,18.7500
2025/07/18,23:38:05,18.6250
2025/07/18,23:48:29,18.3750
2025/07/18,23:58:29,18.0625
2025/07/19,00:08:53,17.9375
2025/07/19,00:18:53,17.8125
2025/07/19,00:29:17,17.7500
2025/07/19,00:39:17,17.7500
2025/07/19,00:49:41,17.7500
2025/07/19,00:59:41,17.9375
2025/07/19,01:09:41,18.0000
2025/07/19,01:19:41,18.0000
2025/07/19,01:30:05,17.8125
2025/07/19,01:40:05,17.7500
2025/07/19,01:50:05,17.6875
2025/07/19,02:00:05,17.6875
2025/07/19,02:10:05,17.4375
2025/07/19,02:20:29,17.3125
2025/07/19,02:30:29,17.2500
2025/07/19,02:40:53,17.2500
2025/07/19,02:50:53,17.1250
2025/07/19,03:01:17,17.2500
2025/07/19,03:11:17,17.3750
